actor,actor_nepo,year,movie,gross_cr,film_has_nepo_cast,director,imdb_rating,imdb_votes,imdb_matched_title
Bhumi Pednekar,no,2023,Afwaah,,no,Sudhir Mishra,5.7,4754,Afwaah
Bhumi Pednekar,no,2023,Bheed,3.33,no,Anubhav Sinha,6.5,12812,Bheed
Bhumi Pednekar,no,2023,Thank You for Coming,9.64,no,Karan Boolani,4.2,14471,Thank You for Coming
Bhumi Pednekar,no,2023,The Lady Killer,0.01,yes,Ajay Bahl,1.8,1493,The Ladykiller
Bhumi Pednekar,no,2024,Bhakshak,,no,Pulkit,7.2,7621,Bhakshak
Bhumi Pednekar,no,2025,Mere Husband Ki Biwi,,yes,Mudassar Aziz,4.2,9627,Mere Husband Ki Biwi
Bhumika Chawla,no,2004,Dil Ne Jise Apna Kahaa,13.54,yes,Atul Agnihotri,,,
Bhumika Chawla,no,2005,Dil Jo Bhi Kahey...,,no,Romesh Sharma,4.7,404,Dil Jo Bhi Kahey...
Bhumika Chawla,no,2005,Silsiilay,,no,Khalid Mohamed,4.2,819,Silsiilay
Bhumika Chawla,no,2007,"Gandhi, My Father",7.49,yes,Feroz Abbas Khan,7.3,1888,"Gandhi, My Father"
Bhumika Chawla,no,2016,M.S. Dhoni: The Untold Story,215.48,no,Neeraj Pandey,8.0,76110,M.S. Dhoni: The Untold Story
Bhumika Chawla,no,2019,Khamoshi,,no,Chakri Toleti,3.4,374,Khamoshi
Bhumika Chawla,no,2022,Operation Romeo,,no,Shashant Shah,6.4,1545,Operation Romeo
Bhumika Chawla,no,2024,Naam,,no,Anees Bazmee,,,
Bhumika Gurung,no,2025,The Secret of Devkaali,,no,Niraj Chauhan,8.6,246,The Secret of Devkaali
Bhupendra Jadawat,no,2020,Class of '83,,yes,Atul Sabharwal,5.8,6242,Class of '83
Bhupinder Singh,no,2010,Soch Lo,,no,Sartaj Singh Pannu,6.5,99,Soch Lo
Bhushan Insan,no,2016,MSG: The Warrior Lion Heart,,no,"Gurmeet Ram Rahim Singh , Honeypreet Insan",7.1,7497,MSG the Warrior: Lion Heart
Bidita Bag,no,2012,From Sydney with Love,,no,Prateek Chakraborty,6.3,78,From Sydney with Love
Bidita Bag,no,2017,Babumoshai Bandookbaaz,12.60,no,Kushan Nandy,6.8,2730,Babumoshai Bandookbaaz
Bidita Bag,no,2019,The Sholay Girl,,no,Aditya Sarpotdar,7.2,135,The Sholay Girl
Bidita Bag,no,2021,Mera Fauji Calling,,no,Aaryaan Saxena,,,
Bidita Bag,no,2023,Lakeerein,,no,Durgesh Pathak,7.9,27,Lakeerein
Bidita Baig,no,2014,19th January,,no,Sanjay Amar,8.2,28,19th January
Bijou Thaangjam,no,2016,Shivaay,124.15,no,Ajay Devgn,6.1,13550,Shivaay
Bijou Thaangjam,no,2021,Jamun,,no,Gaurav Mehra,7.2,628,Jamun
Biju Rehana Khan,no,2020,Namumkin Tere Bin Jeena,,no,Hidayat Khan,5.0,26,Namumkin Tere Bin Jeena
Bikramjeet Kanwarpal,no,2004,Paap,,no,Pooja Bhatt,5.3,995,Paap
Bikramjeet Kanwarpal,no,2007,1971,,no,Amrit Sagar,8.2,3060,1971
Bilal Amrohi,no,2014,O Teri,3.60,no,Umesh Bist,3.3,683,O Teri
Bindu,no,2007,Om Shanti Om,152.00,no,Farah Khan,6.8,56456,Om Shanti Om
Bipasha Basu,no,2001,Ajnabee,31.83,yes,Abbas Mustan,6.4,9766,Ajnabee
Bipasha Basu,no,2002,Chor Machaaye Shor,13.62,yes,Aziz Sejawal,4.4,1448,Chor Machaaye Shor
Bipasha Basu,no,2002,Gunaah,7.50,no,Amol Shetge,3.5,484,Gunaah
Bipasha Basu,no,2002,Mere Yaar Ki Shaadi Hai,16.54,yes,Sanjay Gadhvi,5.4,2719,Mere Yaar Ki Shaadi Hai
Bipasha Basu,no,2002,Raaz,37.20,no,Vikram Bhatt,6.6,5183,Raaz
Bipasha Basu,no,2003,Footpath,6.43,yes,Vikram Bhatt,5.5,1131,Footpath
Bipasha Basu,no,2003,Jism,13.41,no,Anurag Basu,5.3,2539,Jism
Bipasha Basu,no,2003,Zameen,17.80,yes,Rohit Shetty,5.4,1828,Zameen
Bipasha Basu,no,2004,Aetbaar,8.00,no,Vikram Bhatt,4.7,1269,Aetbaar
Bipasha Basu,no,2004,Ishq Hai Tumse,5.67,no,G. Krishna,3.5,199,Ishq Hai Tumse
Bipasha Basu,no,2004,Madhoshi,,no,Tanveer Khan,4.6,515,Madhoshi
Bipasha Basu,no,2004,Rakht,8.44,yes,Mahesh Manjrekar,3.8,773,Rakht
Bipasha Basu,no,2004,Rudraksh,9.87,yes,Mani Shankar,2.8,1541,Rudraksh
Bipasha Basu,no,2005,Apaharan,23.16,no,Prakash Jha,7.4,5608,Apaharan
Bipasha Basu,no,2005,Barsaat,19.56,yes,Suneel Darshan,,,
Bipasha Basu,no,2005,Chehraa,0.60,no,Saurabh Shukla,4.3,194,Chehraa
Bipasha Basu,no,2005,No Entry,95.14,yes,Anees Bazmee,6.6,14075,No Entry
Bipasha Basu,no,2005,Shikhar,10.30,yes,John Matthew Matthan,5.2,1300,Shikhar
Bipasha Basu,no,2006,Corporate,15.06,no,Madhur Bhandarkar,6.6,2236,Corporate
Bipasha Basu,no,2006,Darna Zaroori Hai,10.65,no,Ram Gopal Varma,5.5,2951,Darna Zaroori Hai
Bipasha Basu,no,2006,Dhoom 2,151.00,yes,Sanjay Gadhvi,6.6,32991,Dhoom 2
Bipasha Basu,no,2006,Humko Deewana Kar Gaye,27.00,no,Raj Kanwar,5.2,4610,Humko Deewana Kar Gaye
Bipasha Basu,no,2006,Jaane Hoga Kya,2.85,no,"Glen Barretto, Ankush Mohla",3.2,239,Jaane Hoga Kya
Bipasha Basu,no,2006,Omkara,42.00,yes,Vishal Bhardwaj,8.0,23929,Omkara
Bipasha Basu,no,2006,Phir Hera Pheri,69.00,no,Neeraj Vora,7.4,32162,Phir Hera Pheri
Bipasha Basu,no,2007,Goal,21.72,no,Vivek Agnihotri,5.4,579,Goal
Bipasha Basu,no,2007,Nehlle Pe Dehlla,6.41,yes,Ajay Chandhok,3.7,645,Nehlle Pe Dehlla
Bipasha Basu,no,2007,No Smoking,3.49,no,Anurag Kashyap,7.3,11300,No Smoking
Bipasha Basu,no,2008,Bachna Ae Haseeno,79.00,yes,Siddharth Anand,6.2,13600,Bachna Ae Haseeno
Bipasha Basu,no,2008,Rab Ne Bana Di Jodi,157.00,yes,Aditya Chopra,7.2,59643,Rab Ne Bana Di Jodi
Bipasha Basu,no,2008,Race,106.00,yes,Abbas–Mustan,6.7,17270,Race
Bipasha Basu,no,2009,Aa Dekhen Zara,10.38,no,Jehangir Surti,5.2,1004,Aa Dekhen Zara
Bipasha Basu,no,2009,All the Best: Fun Begins,61.00,yes,Rohit Shetty,6.2,7742,All the Best: Fun Begins
Bipasha Basu,no,2010,Aakrosh,19.40,yes,Priyadarshan,7.0,4518,Aakrosh
Bipasha Basu,no,2010,Lamhaa,,yes,Rahul Dholakia,,,
Bipasha Basu,no,2010,Pankh,0.20,no,Sudipto Chattopadhyaya,3.6,156,Pankh
Bipasha Basu,no,2011,Dum Maaro Dum,51.10,yes,Rohan Sippy,6.2,4296,Dum Maaro Dum
Bipasha Basu,no,2012,Jodi Breakers,33.40,no,Ashwini Chaudhary,3.7,1286,Jodi Breakers
Bipasha Basu,no,2012,Players,45.52,yes,Abbas–Mustan,4.4,5519,Players
Bipasha Basu,no,2012,Raaz 3: The Third Dimension,101.10,yes,Vikram Bhatt,4.2,4456,Raaz 3
Bipasha Basu,no,2014,Creature,20.60,no,Vikram Bhatt,3.3,1841,Creature
Bipasha Basu,no,2014,Humshakals,105.28,yes,Sajid Khan,1.8,9254,Humshakals
Bipasha Basu,no,2015,Alone,25.84,no,Bhushan Patel,3.8,1977,Alone
Birbal,no,2000,The Revenge: Geeta Mera Naam,,no,Dilip Gulati,3.6,25,The Revenge: Geeta Mera Naam
Biswa Kalyan Rath,no,2016,Brahman Naman,,no,Qaushiq Mukherjee,5.5,2146,Brahman Naman
Bo Derek,no,2018,5 Weddings,,no,Namrata Singh Gujral,3.6,721,5 Weddings
Bobby Deol,yes,2000,Badal,26.91,yes,Raj Kanwar,5.1,1715,Badal
Bobby Deol,yes,2000,Bichhoo,19.75,yes,Guddu Dhanoa,5.0,3391,Bichhoo
Bobby Deol,yes,2000,Hum To Mohabbat Karega,9.92,yes,Kundan Shah,3.1,520,Hum to Mohabbat Karega
Bobby Deol,yes,2001,Aashiq,18.75,yes,Indra Kumar,4.1,591,Aashiq
Bobby Deol,yes,2001,Ajnabee,31.83,yes,Abbas Mustan,6.4,9766,Ajnabee
Bobby Deol,yes,2002,23rd March 1931: Shaheed,14.25,yes,Guddu Dhanoa,5.4,894,23rd March 1931: Shaheed
Bobby Deol,yes,2002,Chor Machaaye Shor,13.62,yes,Aziz Sejawal,4.4,1448,Chor Machaaye Shor
Bobby Deol,yes,2002,Humraaz,29.71,yes,Abbas–Mustan,6.5,4240,Humraaz
Bobby Deol,yes,2002,Kranti,,yes,Naresh Malhotra,4.0,492,Kranti
Bobby Deol,yes,2004,Ab Tumhare Hawale Watan Saathiyo,19.16,yes,Anil Sharma,4.5,1991,Ab Tumhare Hawale Watan Saathiyo
Bobby Deol,yes,2004,Bardaasht,,yes,E.Nivas,5.9,854,Bardaasht
Bobby Deol,yes,2004,Kismat,8.46,yes,Guddu Dhanoa,4.0,596,Kismat
Bobby Deol,yes,2005,Barsaat,19.56,yes,Suneel Darshan,,,
Bobby Deol,yes,2005,Dosti: Friends Forever,23.00,yes,Suneel Darshan,5.3,2900,Dosti: Friends Forever
Bobby Deol,yes,2005,Jurm,,yes,Vikram Bhatt,5.5,668,Jurm
Bobby Deol,yes,2005,Tango Charlie,11.08,yes,Mani Shankar,6.1,2553,Tango Charlie
Bobby Deol,yes,2006,Humko Tumse Pyaar Hai,4.33,yes,Vikram Bhatt,5.4,736,Humko Tumse Pyaar Hai
Bobby Deol,yes,2007,Apne,69.28,yes,Anil Sharma,6.1,3847,Apne
Bobby Deol,yes,2007,Jhoom Barabar Jhoom,51.08,yes,Shaad Ali,3.7,3671,Jhoom Barabar Jhoom
Bobby Deol,yes,2007,Nanhe Jaisalmer,,yes,Samir Karnik,,,
Bobby Deol,yes,2007,Naqaab,21.20,yes,Abbas Mustan,5.5,1726,Naqaab
Bobby Deol,yes,2007,Shakalaka Boom Boom,,yes,Suneel Darshan,2.6,780,Shakalaka Boom Boom
Bobby Deol,yes,2008,Chamku,3.09,yes,Kabeer Kaushik,4.5,647,Chamku
Bobby Deol,yes,2008,Dostana,87.00,yes,Tarun Mansukhani,6.4,17315,Dostana
Bobby Deol,yes,2008,Heroes,25.44,yes,Samir Karnik,5.7,2483,Heroes
Bobby Deol,yes,2009,Ek: The Power of One,6.00,yes,Sangeeth Sivan,4.7,436,Ek: The Power of One
Bobby Deol,yes,2009,Vaada Raha,,yes,Samir Karnik,,,
Bobby Deol,yes,2010,Help,,yes,Rajeev Virani,4.1,439,Help
Bobby Deol,yes,2011,Thank You,104.00,yes,Anees Bazmee,4.9,6885,Thank You
Bobby Deol,yes,2011,Yamla Pagla Deewana,88.00,yes,Samir Karnik,5.8,4952,Yamla Pagla Deewana
Bobby Deol,yes,2012,Players,45.52,yes,Abbas–Mustan,4.4,5519,Players
Bobby Deol,yes,2013,Yamla Pagla Deewana 2,,yes,Sangeeth Sivan,3.5,2230,Yamla Pagla Deewana 2
Bobby Deol,yes,2017,Poster Boys,30.00,yes,Shreyas Talpade,5.4,1862,Poster Boys
Bobby Deol,yes,2018,Race 3,303.00,yes,Remo D'Souza,1.9,50297,Race 3
Bobby Deol,yes,2018,Yamla Pagla Deewana: Phir Se,15.00,yes,Navaniat Singh,4.4,1548,Yamla Pagla Deewana Phir Se
Bobby Deol,yes,2019,Housefull 4,280.27,yes,Farhad Samji,3.7,16315,Housefull 4
Bobby Deol,yes,2020,Class of '83,,yes,Atul Sabharwal,5.8,6242,Class of '83
Bobby Deol,yes,2022,Love Hostel,,yes,Shanker Raman,5.6,11606,Love Hostel
Bobby Deol,yes,2023,Animal,917.82,yes,Sandeep Reddy Vanga,6.2,115949,Animal
Bobby Vats,no,2011,Chitkabrey – Shades of Grey,,no,Suneet Arora,,,
Bodhisattva Sharma,no,2024,All India Rank,0.35,no,Varun Grover,6.1,3075,All India Rank
Boloram Das,no,2020,Pepper Chicken,,no,Ratan Sil Ram,5.3,454,Pepper Chicken
Boloram Das,no,2024,Lantrani,,no,Gurvinder Singh Kaushik Ganguly Bhaskar Hazarika,5.1,488,Lantrani
Boman Irani,no,2003,Munna Bhai M.B.B.S.,36.29,yes,Rajkumar Hirani,8.2,98233,Munna Bhai M.B.B.S.
Boman Irani,no,2004,Veer-Zaara,97.64,yes,Yash Chopra,7.8,66719,Veer Zaara
Boman Irani,no,2005,Bluffmaster!,32.70,yes,Rohan Sippy,6.6,7066,Bluffmaster
Boman Irani,no,2005,Home Delivery,,yes,Sujoy Ghosh,,,
Boman Irani,no,2005,My Wife's Murder,,no,Jijy Philip,6.1,1031,My Wife's Murder
Boman Irani,no,2005,Waqt: The Race Against Time,42.49,no,Vipul Shah,6.8,14461,Waqt: The Race Against Time
Boman Irani,no,2006,Being Cyrus,4.60,yes,Homi Adajania,7.1,3167,Being Cyrus
Boman Irani,no,2006,Don: The Chase Begins Again,106.00,yes,Farhan Akhtar,,,
Boman Irani,no,2006,I See You,1.92,yes,Vivek Agrawal,4.4,1271,I See You
Boman Irani,no,2006,Khosla Ka Ghosla,6.67,no,Dibakar Banerjee,8.2,27210,Khosla Ka Ghosla!
Boman Irani,no,2006,Lage Raho Munna Bhai,126.20,yes,Rajkumar Hirani,8.0,53469,Lage Raho Munna Bhai
Boman Irani,no,2006,Pyare Mohan,,yes,Indra Kumar,3.5,1083,Pyare Mohan
Boman Irani,no,2007,Goal,21.72,no,Vivek Agnihotri,5.4,579,Goal
Boman Irani,no,2007,Heyy Babyy,84.00,yes,Sajid Khan,6.1,17780,Heyy Babyy
Boman Irani,no,2007,Honeymoon Travels Pvt. Ltd.,19.51,yes,Reema Kagti,6.1,3180,Honeymoon Travels Pvt. Ltd.
Boman Irani,no,2008,Kismat Konnection,,yes,Aziz Mirza,5.3,6481,Kismat Konnection
Boman Irani,no,2008,Love Story 2050,18.47,no,Harry Baweja,2.7,2816,Love Story 2050
Boman Irani,no,2008,Maharathi,,no,Shivam Nair,7.0,1332,Maharathi
Boman Irani,no,2008,Sorry Bhai!,,no,Onir,6.2,1094,Sorry Bhai!
Boman Irani,no,2008,Woodstock Villa,20.00,yes,Hansal Mehta,3.5,455,Woodstock Villa
Boman Irani,no,2008,Yuvvraaj,31.22,yes,Subhash Ghai,4.1,4997,Yuvvraaj
Boman Irani,no,2009,3 Idiots,400.61,yes,Rajkumar Hirani,8.4,482868,3 Idiots
Boman Irani,no,2009,99,14.76,yes,Raj and D.K.,7.3,3557,99
Boman Irani,no,2009,Fruit and Nut,0.15,no,Kunal Vijaykar,,,
Boman Irani,no,2009,Kambakkht Ishq,85.56,yes,Sabbir Khan,3.9,8003,Kambakkht Ishq
Boman Irani,no,2009,Little Zizou,,no,Sooni Taraporevala,6.6,393,Little Zizou
Boman Irani,no,2010,Housefull,114.18,no,Sajid Khan,5.7,18102,Housefull
Boman Irani,no,2010,Hum Tum Aur Ghost,8.01,no,Kabeer Kaushik,4.9,770,Hum Tum Aur Ghost
Boman Irani,no,2010,Well Done Abba,,no,Shyam Benegal,7.2,2094,Well Done Abba!
Boman Irani,no,2011,Don 2,202.81,yes,Farhan Akhtar,7.1,62072,Don 2
Boman Irani,no,2011,Game,12.87,yes,Abhinay Deo,5.3,2665,Game
Boman Irani,no,2012,Cocktail,125.70,yes,Homi Adajania,6.3,16296,Cocktail
Boman Irani,no,2012,Delhi Safari,,yes,Nikhil Advani,5.6,2244,Delhi Safari
Boman Irani,no,2012,Ek Main Aur Ekk Tu,72.10,yes,Shakun Batra,5.8,7591,Ek Main Aur Ekk Tu
Boman Irani,no,2012,Ferrari Ki Sawaari,45.69,no,Rajesh Mapuskar,6.4,9834,Ferrari Ki Sawaari
Boman Irani,no,2012,Housefull 2,179.15,yes,Sajid Khan,5.5,17947,Housefull 2
Boman Irani,no,2012,Shirin Farhad Ki Toh Nikal Padi,9.48,no,Bela Sehgal,4.5,1127,Shirin Farhad Ki Toh Nikal Padi
Boman Irani,no,2012,Tezz,26.00,yes,Priyadarshan,4.1,2786,Tezz
Boman Irani,no,2013,Jolly LLB,48.70,no,Subhash Kapoor,7.5,25295,Jolly LLB
Boman Irani,no,2014,Bhoothnath Returns,53.00,no,Nitesh Tiwari,6.5,7187,Bhoothnath Returns
Boman Irani,no,2014,Happy New Year,342.00,yes,Farah Khan,5.0,44548,Happy New Year
Boman Irani,no,2014,PK,769.00,yes,Rajkumar Hirani,8.1,223099,PK
Boman Irani,no,2014,Youngistaan,9.45,yes,Syed Ahmad Afzal,5.2,2032,Youngistaan
Boman Irani,no,2016,Santa Banta Pvt Ltd,,no,Akashdeep Sabir,2.7,349,Santa Banta Pvt Ltd
Boman Irani,no,2016,The Legend of Michael Mishra,,no,Manish Jha,4.4,685,The Legend of Michael Mishra
Boman Irani,no,2018,Parmanu: The Story Of Pokhran,91.38,no,Abhishek Sharma,7.6,26705,Parmanu: The Story of Pokhran
Boman Irani,no,2019,Drive,,no,Tarun Mansukhani,3.2,8601,Drive
Boman Irani,no,2019,Jhalki,,no,Brahmanand S. Siingh,6.9,1473,Jhalki
Boman Irani,no,2019,Made in China,12.81,no,Mikhil Musale,6.3,5273,Made in China
Boman Irani,no,2019,PM Narendra Modi,,yes,Omung Kumar,3.0,9250,PM Narendra Modi
Boman Irani,no,2022,Jayeshbhai Jordaar,26.31,no,Divyang Thakkar,6.0,44491,Jayeshbhai Jordaar
Boman Irani,no,2022,Runway 34,53.77,no,Ajay Devgn,7.0,31639,Runway 34
Boman Irani,no,2022,Uunchai,48.99,no,Sooraj Barjatya,7.0,7835,Uunchai
Boman Irani,no,2023,Dunki,470.60,yes,Rajkumar Hirani,6.5,85862,Dunki
Boman Irani,no,2025,Detective Sherdil,,no,Ravi Chhabriya,5.1,5577,Detective Sherdil
Boman Irani,no,2025,Tanvi the Great,,no,Anupam Kher,6.8,11898,Tanvi: The Great
Boman Irani,no,2025,The Mehta Boys,,no,Boman Irani,7.1,3501,The Mehta Boys
Brande Roderick,no,2003,Out of Control,,no,"Apurva Asrani , Ramanjit Juneja",3.3,306,Out of Control
Brandon Routh,no,2009,Kambakkht Ishq,85.56,yes,Sabbir Khan,3.9,8003,Kambakkht Ishq
Brendan Fraser,no,2019,Line of Descent,,yes,Rohit Karn Batra,4.6,662,Line of Descent
Brijendra Kala,no,2006,Ahista Ahista,,yes,Shivam Nair,6.9,1799,Ahista Ahista
Brijendra Kala,no,2011,Pappu Can't Dance Saala,,no,Saurabh Shukla,6.5,527,Pappu Can't Dance Saala
Brijendra Kala,no,2014,Ankhon Dekhi,47.23,no,Rajat Kapoor,7.9,13758,Ankhon Dekhi
Brijendra Kala,no,2014,Hum Hai Teen Khurafaati (हम हैं तीन खुराफाती),,no,Rajeshwar Chauhan,7.2,14,Hum Hai Teen Khurafaati
Brijendra Kala,no,2017,Qarib Qarib Singlle,2.41,no,Tanuja Chandra,7.2,11630,Qarib Qarib Single
Brijendra Kala,no,2017,Shubh Mangal Saavdhan,64.54,no,R. S. Prasanna,6.9,12226,Shubh Mangal Savdhan
Brijendra Kala,no,2019,Gone Kesh,,no,Qasim Khallow,6.8,2789,Gone Kesh
Brijendra Kala,no,2019,Gunwali Dulhaniya,,no,Shantanu Anant Tambe,3.8,32,Gunwali Dulhaniya
Brijendra Kala,no,2020,Gulabo Sitabo,,no,Shoojit Sircar,6.3,14113,Gulabo Sitabo
Brijendra Kala,no,2021,Kya Meri Sonam Gupta Bewafa Hai?,,no,Ssaurabh Tyagi,4.2,1260,Kya Meri Sonam Gupta Bewafa Hai
Brijendra Kala,no,2021,Sherni,,no,Amit V. Masurkar,6.8,12324,Sherni
Brijendra Kala,no,2021,Ye Mard Bechara,,no,Anuup Thapa,7.7,1075,Ye Mard Bechara
Brijendra Kala,no,2022,Mere Desh Ki Dharti,,no,Faraz Haider,6.8,2934,Mere Desh Ki Dharti
Brijendra Kala,no,2023,Ajmer 92,1.00,no,Pushpendra Singh,8.0,1409,Ajmer 92
Brijendra Kala,no,2023,Kaisi Ye Dor,,no,Ratna Neelam Pandey Sandeep S. Choudhary,7.5,16,Kaisi Ye Dor
Brijendra Kala,no,2023,Kathal,,no,Yashowardhan Mishra,8.2,47,Kathal
Brijendra Kala,no,2023,Mandali,,no,Rakesh Chaturvedi Om,5.9,1108,Mandali
Brijendra Kala,no,2023,Panch Kriti,,no,Sannjoy Bhargv,,,
Brijendra Kala,no,2024,Do Patti,,yes,Shashanka Chaturvedi,6.3,70611,Do Patti
Brijendra Kala,no,2025,2020 Delhi,,no,Devendra Malviya,8.1,582,2020 Delhi
Brijendra Kala,no,2025,Mannu Kya Karegga,,no,Ssanjay Tripaathy,9.0,3132,Mannu Kya Karegga
Brijendra Kala,no,2025,The Networker,,no,Vikas Kumar Vishwakarma,7.9,16,The Networker
Brooke Johnston,no,2011,I Am Singh,,no,Puneet Issar,5.2,80,I Am Singh
Bruna Abdullah,no,2011,Desi Boyz,77.00,yes,Rohit Dhawan,5.7,16367,Desi Boyz
Bruna Abdullah,no,2013,Grand Masti,148.23,yes,Indra Kumar,4.5,7283,Grand Masti
Bruna Abdullah,no,2015,Four Pillars of Basement,0.15,no,Giresh Naik K,4.4,28,Four Pillars of Basement
Bruna Abdullah,no,2016,Mastizaade,36.44,no,Milap Milan Zaveri,2.5,3237,Mastizaade
Bruna Abdullah,no,2016,Yea Toh Two Much Ho Gayaa,,yes,Anwer Khan,3.6,131,Yea Toh Two Much Ho Gayaa
Bupesh Singh,no,2017,Kadvi Hawa,8.70,no,Nila Madhab Panda,7.9,1781,Dark Wind
Candice Boucher,no,2011,Aazaan,,no,Prashant Chadha,4.4,394,Aazaan
Candy Clark,no,2018,5 Weddings,,no,Namrata Singh Gujral,3.6,721,5 Weddings
Caterina Murino,no,2010,Chase,5.00,no,Jagmohan Mundhra,4.8,118,Chase
Caterina Murino,no,2016,Fever,,no,Rajeev Jhaveri,4.7,783,Fever
Celina Jaitley,no,2003,Janasheen,15.87,yes,Feroz Khan,3.2,465,Janasheen
Celina Jaitley,no,2003,Khel – No Ordinary Game,,yes,Yusuf Khan,,,
Celina Jaitley,no,2006,Apna Sapna Money Money,20.73,no,Sangeeth Sivan,5.5,2556,Apna Sapna Money Money
Celina Jaitley,no,2006,Jawani Diwani: A Youthful Joyride,,yes,Manish Sharma,2.9,588,Jawani Diwani: A Youthful Joyride
Celina Jaitley,no,2006,"Tom, Dick, and Harry",,no,Deepak Tijori,3.3,693,"Tom, Dick, and Harry"
Celina Jaitley,no,2006,Zinda,17.60,yes,Sanjay Gupta,4.8,3976,Zinda
Celina Jaitly,no,2005,No Entry,95.14,yes,Anees Bazmee,6.6,14075,No Entry
Celina Jaitly,no,2005,Silsiilay,,no,Khalid Mohamed,4.2,819,Silsiilay
Celina Jaitly,no,2007,Red: The Dark Side,,no,Vikram Bhatt,3.6,368,Red: The Dark Side
Celina Jaitly,no,2007,Shakalaka Boom Boom,,yes,Suneel Darshan,2.6,780,Shakalaka Boom Boom
Celina Jaitly,no,2008,Golmaal Returns,95.00,yes,Rohit Shetty,5.3,10517,Golmaal Returns
Celina Jaitly,no,2008,Money Hai Toh Honey Hai,,no,Ganesh Acharya,2.9,723,Money Hai Toh Honey Hai
Celina Jaitly,no,2009,Accident on Hill Road,,no,Mahesh Nair,4.1,334,Accident on Hill Road
Celina Jaitly,no,2009,Paying Guests,,no,Paritossh Painter,4.4,647,Paying Guests
Celina Jaitly,no,2010,Hello Darling,,no,Manoj Tiwari,2.8,159,Hello Darling
Celina Jaitly,no,2011,Thank You,104.00,yes,Anees Bazmee,4.9,6885,Thank You
Celina Jaitly,no,2012,Will You Marry Me?,,no,Aditya Dutt,4.6,139,Will You Marry Me
Chacha Maembong,no,2017,Main Terrorist Nahi Hoon,,no,Arjin Uppal,,,
Chahat Khanna,no,2005,7½ Phere,,no,Ishaan Trvedi,,,
Chahat Khanna,no,2005,The Film,,no,Junaid Memon,6.4,96,The Film
Chahat Mughal,no,2025,Oye Bhootni Ke,,yes,Ajay Kailash Yadav,4.1,1781,Oye Bhootni Ke
Chahatt Khanna,no,2023,Yaatris,,no,Harish Vyas,6.2,24,Yaatris
Chaiti Ghoshal,no,2019,22 Yards,,no,Mitali Ghoshal,5.1,1749,22 Yards
Chaitnya Bhosale,no,2004,Kiss Kis Ko,,no,Sharad Sharan,5.6,38,Kiss Kis Ko
Chandan Anand,no,2007,Kaafila,,yes,Ammtoje Mann,3.5,231,Kaafila
Chandan Roy,no,2021,Sanak,,no,Kanishk Varma,6.6,11322,Sanak
Chandan Roy,no,2025,Akshardham: Operation Vajra Shakti,,yes,Ken Ghosh,,,
Chandan Roy Sanyal,no,2009,Kaminey,71.57,yes,Vishal Bhardwaj,7.4,19022,Kaminey
Chandan Roy Sanyal,no,2012,Love You To Death,,no,Rafeeg Ellias,6.6,18,Love You to Death
Chandan Roy Sanyal,no,2012,Staying Alive,,no,Anant Mahadevan,6.5,65,Staying Alive
Chandan Roy Sanyal,no,2013,Prague,,no,Ashish R Shukla,5.5,394,Prague
Chandan Roy Sanyal,no,2017,Jab Harry Met Sejal,153.43,no,Imtiaz Ali,5.1,24264,Jab Harry Met Sejal
Chandan Roy Sanyal,no,2017,Mirza Juuliet,0.95,no,Rajesh Ram Singh,4.4,183,Mirza Juuliet
Chandan Roy Sanyal,no,2019,The Sholay Girl,,no,Aditya Sarpotdar,7.2,135,The Sholay Girl
Chandan Roy Sanyal,no,2020,Dheet Patangey,,no,Ravi Adhikari,7.1,99,Dheet Patangey
Chandan Roy Sanyal,no,2021,Sanak,,no,Kanishk Varma,6.6,11322,Sanak
Chandrabhushan Singh,no,2021,Maassab,,no,Aditya Om,,,
Chandrachoor Rai,no,2019,Upstarts,,no,Udai Singh Pawar,6.7,1009,Upstarts
Chandrachoor Rai,no,2024,Fairy Folk,,no,Karan Gour,7.2,83,Fairy Folk
Chandrachur Singh,no,2000,Josh,35.06,no,Mansoor Khan,6.1,11815,Josh
Chandrachur Singh,no,2000,Kya Kehna,2.17,yes,Kundan Shah,5.8,2457,Kya Kehna
Chandrachur Singh,no,2001,Aamdani Atthanni Kharcha Rupaiya,,no,K. Raghavendra Rao,5.0,2049,Aamdani Atthanni Kharcha Rupaiya
Chandrachur Singh,no,2002,Mohabbat Ho Gayi Hai Tumse,,yes,Rishi Talwar,,,
Chandrachur Singh,no,2015,Chal Guru Ho Ja Shuru,,no,Manoj Sharma,,,
Chandrachur Singh,no,2017,Yadvi – The Dignified Princess,,no,Jyoti Singh,8.0,46,YADVI: The Dignified Princess
Chandrachur Singh,no,2022,Cuttputlli,,no,Ranjit M Tewari,5.6,23142,Cuttputlli
Chandrahas Tiwari,no,2016,Kaafiron Ki Namaaz,,no,Ram Ramesh Sharma,,,
Chandraprakash Thakur,no,2019,Battalion 609,0.01,no,Brijesh Batuknath Tripathi,2.7,154,Battalion 609
Charapreet Insan,no,2016,MSG: The Warrior Lion Heart,,no,"Gurmeet Ram Rahim Singh , Honeypreet Insan",7.1,7497,MSG the Warrior: Lion Heart
Charmy Kaur,no,2011,Bbuddah... Hoga Terra Baap,,no,Puri Jagannadh,5.6,3200,Bbuddah... Hoga Terra Baap
Charu Arora,no,2009,Royal Utsav,,no,Ravi K. Patwa,,,
