year,title,director,cast,gross_raw,gross_cr,nepo_kid,nepo_kids_in_cast
2006,Don: The Chase Begins Again,Farhan Akhtar,Shah Rukh Khan; Priyanka Chopra; Arjun Rampal; Kareena Kapoor; Boman Irani; Om Puri; Isha Koppikar,₹ 106 crore (US$23.4 million),106.00,yes,Kareena Kapoor
2006,Jaan-E-Mann,Shirish Kunder,Salman Khan; Akshay Kumar; Preity Zinta,₹46.26 crore,46.26,yes,Salman Khan
2006,Umrao Jaan,J. P. Dutta,Aishwarya Rai; Abhishek Bachchan; Shabana Azmi; Sunil Shetty; Divya Dutta,est. ₹ 19.52 crore,19.52,yes,Abhishek Bachchan
2006,Apna Sapna Money Money,Sangeeth Sivan,Sunil Shetty; Riteish Deshmukh; Shreyas Talpade; Celina Jaitley; Anupam Kher; Koena Mitra; Jackie Shroff; Riya Sen; Chunky Pandey; Rajpal Yadav,₹ 207.3 million,20.73,no,
2006,Deadline: Sirf 24 Ghante,Tanveer Khan,Irrfan Khan; Konkona Sen Sharma; Rajeev Verma,,,no,
2006,Vivah,Sooraj R. Barjatya,Shahid Kapoor; Amrita Rao; Mohnish Bahl; Anupam Kher; Samir Soni,₹ 49 crore (US$10.82 million),49.00,yes,Shahid Kapoor; Mohnish Bahl
2006,Unns...Means Love,Bhupender Gupta,Juhi Babbar; Chitrapama Banerjee; Sanjay Kapoor,,,yes,Juhi Babbar; Sanjay Kapoor
2006,Sarhad Paar,Raman Kumar,Sanjay Dutt; Tabu; Mahima Chaudhry; Rahul Dev,,,yes,Sanjay Dutt
2006,Dhoom 2,Sanjay Gadhvi,Hrithik Roshan; Abhishek Bachchan; Aishwarya Rai; Bipasha Basu; Uday Chopra; Rimi Sen,₹ 151 crore (US$33.33 million),151.00,yes,Hrithik Roshan; Abhishek Bachchan; Uday Chopra
2006,Baabul,Ravi Chopra,Amitabh Bachchan; Hema Malini; Salman Khan; Rani Mukherji; John Abraham,₹ 39 crore,39.00,yes,Salman Khan
2006,Aryan,Abhishek Kapoor,Sohail Khan; Sneha Ullal; Inder Kumar; Fardeen Khan; Ahsaas Channa; Satish Shah; Farida Jalal; Puneet Issar,,,yes,Sohail Khan; Fardeen Khan
2006,Kabul Express,Kabir Khan,John Abraham; Linda Arsenio; Arshad Warsi,,,no,
2006,Bhagam Bhag,Priyadarshan,Akshay Kumar; Govinda; Paresh Rawal; Lara Dutta; Tanushree Dutta; Jackie Shroff; Gurleen Chopra; Rajpal Yadav; Sharat Saxena; Arbaaz Khan; Shakti Kapoor; Asrani; Manoj Joshi,₹ 67 crore (US$14.79 million),67.00,yes,Arbaaz Khan
2006,I See You,Vivek Agrawal,Arjun Rampal; Vipasha Agarwal; Sonali Kulkarni; Chunky Pandey; Boman Irani; Kirron Kher; Shahrukh Khan; Hrithik Roshan,₹19.2 million,1.92,yes,Hrithik Roshan
2007,Anwar,Manish Jha,Siddharth Koirala; Rajpal Yadav; Nauheed Cyrusi; Vijay Raaz; Manisha Koirala; Sudhir Pandey; Hiten Tejwani; Rasika Dugal,₹ 12 lakh,0.12,no,
2007,Guru,Mani Ratnam,Abhishek Bachchan; Aishwarya Rai; Arjan Bajwa; Mithun Chakraborty; Vidya Balan; R. Madhavan,₹ 83.67 crore,83.67,yes,Abhishek Bachchan
2007,Risk,Vishram Sawant,Vinod Khanna; Randeep Hooda; Tanushree Dutta; Seema Biswas,,,no,
2007,Salaam-e-Ishq: A Tribute to Love,Nikhil Advani,Salman Khan; Akshaye Khanna; Priyanka Chopra; Anil Kapoor; Ayesha Takia; Juhi Chawla; Vidya Balan; John Abraham; Sohail Khan; Isha Koppikar; Govinda; Shannon Esra; Vishal Malhotra; Anjana Sukhani,₹ 52.24 crore,52.24,yes,Salman Khan; Akshaye Khanna; Sohail Khan
2007,Traffic Signal,Madhur Bhandarkar,Kunal Khemu; Neetu Chandra; Naseer Abdullah; Vinay Apte; Konkona Sen Sharma; Ranvir Shorey; Gopal K Singh,"₹ 85 million (US$890,000)",8.50,no,
2007,Black Friday,Anurag Kashyap,Kay Kay Menon; Pavan Malhotra; Aditya Srivastava; Imtiaz Ali; Pratima Kazmi; Zakir Hussain,₹8 crore,8.00,no,
2007,Eklavya: The Royal Guard,Vidhu Vinod Chopra,Amitabh Bachchan; Sharmila Tagore; Sanjay Dutt; Saif Ali Khan; Vidya Balan; Jimmy Sheirgill; Jackie Shroff; Raima Sen,₹ 38 crore,38.00,yes,Sanjay Dutt; Saif Ali Khan
2007,Haseena,Vicky Ranawat,Isha Koppikar; Raj Babbar; Kiran Janjani; Preeti Jhangiani,,,no,
2007,Honeymoon Travels Pvt. Ltd.,Reema Kagti,Shabana Azmi; Boman Irani; Amisha Patel; Sandhya Mridul; Diya Mirza; Minissha Lamba; Kay Kay Menon; Arjun Rampal; Ranvir Shorey; Raima Sen; Karan Khanna; Vikram Chatwal; Ayaz Khan; Abhay Deol,₹ 195.1 million,19.51,yes,Abhay Deol
2007,Nehlle Pe Dehlla,Ajay Chandhok,Sanjay Dutt; Saif Ali Khan; Bipasha Basu; Kim Sharma,₹6.41 crore,6.41,yes,Sanjay Dutt; Saif Ali Khan
2007,Nishabd,Ram Gopal Varma,Amitabh Bachchan; Jiah Khan; Aftab Shivdasani; Revathi,,,no,
2007,Water,Deepa Mehta,Seema Biswas; Lisa Ray; John Abraham; Waheeda Rehman; Sarala Kariyawasam; Manorama; Raghubir Yadav; Vinay Pathak,$10.4 million,,no,
2007,1971,Amrit Sagar,Manoj Bajpai; Ravi Kishan; Manav Kaul; Bikramjeet Kanwarpal; Deepak Dobriyal; Piyush Mishra,,,no,
2007,Red: The Dark Side,Vikram Bhatt,Aftab Shivdasani; Amrita Arora; Celina Jaitly,,,no,
2007,Hattrick,Milan Luthria,Paresh Rawal; Rimi Sen; Kunal Kapoor; Nana Patekar; Danny Denzongpa; Asawari Joshi; John Abraham; Manoj Pahwa,,,no,
2007,Just Married,Meghna Gulzar,Fardeen Khan; Esha Deol; Eijaz Khan; Anupam Kher; Kirron Kher; Satish Shah,,,yes,Fardeen Khan; Esha Deol
2007,My Bollywood Bride,Rajeev Virani,Jason Lewis; Kashmera Shah; Sanjay Suri; Gulshan Grover,,,no,
2007,Namastey London,Vipul Amrutlal Shah,Akshay Kumar; Katrina Kaif; Rishi Kapoor; Upen Patel; Riteish Deshmukh; Javed Sheikh; Clive Standen; Nina Wadia,₹ 71.4 crore,71.40,yes,Rishi Kapoor
2007,The Namesake,Mira Nair,Kal Penn; Tabu; Irrfan Khan; Sahira Nair,$20.4 million,,no,
2007,Delhii Heights,Anand Kumar,Jimmy Sheirgill; Neha Dhupia; R Madhavan; Rohit Roy; Simone Singh; Om Puri,₹ 99 lakh,0.99,no,
2007,Say Salaam India,Subhash Kapoor,Sanjay Suri; Sandhya Mridul; Aditya Seal; Milind Soman,,,no,
2007,Shakalaka Boom Boom,Suneel Darshan,Bobby Deol; Upen Patel; Kangana Ranaut; Celina Jaitly; Anupam Kher; Govind Namdev,,,yes,Bobby Deol
2007,Big Brother,Guddu Dhanoa,Sunny Deol; Priyanka Chopra; Danny Denzongpa; Raju Srivastava,₹ 12.09 crore,12.09,yes,Sunny Deol
2007,Bheja Fry,Sagar Ballary,Vinay Pathak; Sarika; Ranvir Shorey; Rajat Kapoor; Milind Soman,₹125.8 million,12.58,no,
2007,Life Mein Kabhie Kabhiee,Vikram Bhatt,Dino Morea; Aftab Shivdasani; Anjori Alagh; Nauheed Cyrusi; Sameer Dattani; Anuj Sawhney,,,no,
2007,Aur Pappu Paas Ho Gaya,S. Soni,Krishna Abhishek; Kashmera Shah; Sikandar Kharbanda; Jackie Shroff,,,no,
2007,Kya Love Story Hai,Lovely Singh,Tusshar Kapoor; Ayesha Takia; Kareena Kapoor; Shahid Kapoor,,,yes,Tusshar Kapoor; Kareena Kapoor; Shahid Kapoor
2007,Ta Ra Rum Pum,Siddharth Anand,Saif Ali Khan; Rani Mukerji; Javed Jaffrey; Shruti Seth; Master Ali Haji; Aarti Chabria,₹ 70 crore,70.00,yes,Saif Ali Khan; Rani Mukerji
2007,Yatra,Gautam Ghose,Rekha; Nana Patekar; Deepti Naval,,,yes,Rekha
2007,"Good Boy, Bad Boy",Ashwini Chaudhary,Emraan Hashmi; Tusshar Kapoor; Isha Sharvani; Tanushree Dutta; Paresh Rawal,,,yes,Emraan Hashmi; Tusshar Kapoor
2007,Life in a... Metro,Anurag Basu,Dharmendra; Irrfan Khan; Kay Kay Menon; Sharman Joshi; Shiney Ahuja; Shilpa Shetty; Kangana Ranaut; Konkana Sen Sharma; Ashwin Mushran; Manoj Pahwa,₹ 24.45 crore,24.45,no,
2007,Ek Chalis Ki Last Local,Sanjay Khanduri,Abhay Deol; Neha Dhupia; Deepak Shirke; Ashwin Mushran; Nawazuddin Siddiqui; Snehal Dabi; Ashok Samarth; Sunita Rajwar,,,yes,Abhay Deol
2007,Raqeeb,Anurag Singh,Rahul Khanna; Jimmy Sheirgill; Sharman Joshi; Tanushree Dutta,,,no,
2007,Cheeni Kum,R. Balki,Amitabh Bachchan; Tabu; Paresh Rawal; Zohra Sehgal,est. ₹32.03 crore,32.03,no,
2007,Shootout at Lokhandwala,Apoorva Lakhia,Amitabh Bachchan; Sanjay Dutt; Sunil Shetty; Vivek Oberoi; Tusshar Kapoor; Arbaaz Khan; Abhishek Bachchan; Neha Dhupia; Dia Mirza; Aarti Chabria; Amrita Singh; Rohit Roy,₹ 46.04 crore,46.04,yes,Sanjay Dutt; Vivek Oberoi; Tusshar Kapoor; Arbaaz Khan; Abhishek Bachchan
2007,Fool & Final,Ahmed Khan,Arbaaz Khan; Sunny Deol; Shahid Kapoor; Vivek Oberoi; Ayesha Takia; Jackie Shroff; Paresh Rawal; Sameera Reddy; Gulshan Grover; Om Puri; Sharmila Tagore; Johnny Lever,₹ 27.62 crore,27.62,yes,Arbaaz Khan; Sunny Deol; Shahid Kapoor; Vivek Oberoi
2007,Dharm,Bhavna Talwar,Pankaj Kapur; Hrishitaa Bhatt; Supriya Pathak,,,no,
2007,MP3: Mera Pehla Pehla Pyaar,Robbie Grewal,Ruslaan Mumtaz; Hazel Crowney; Gaurav Gera; Manoj Pahwa,,,no,
2007,Red Swastik,Vinod Pande,Sherlyn Chopra; Deepshika,,,no,
2007,Swami,Ganesh Acharya,Manoj Bajpai; Juhi Chawla,,,no,
2007,The Train,"Hasnain Hyderabadwala, Raksha Mistry",Emraan Hashmi; Geeta Basra; Rajat Bedi; Sayali Bhagat; Suresh Menon,,,yes,Emraan Hashmi
2007,Jhoom Barabar Jhoom,Shaad Ali,Abhishek Bachchan; Preity Zinta; Bobby Deol; Lara Dutta; Amitabh Bachchan; Piyush Mishra,₹51.08 crore,51.08,yes,Abhishek Bachchan; Bobby Deol
2007,Chain Kulii Ki Main Kulii,Karanjeet Saluja,Zain Khan; Rahul Bose; Meera Vasudevan; Nassar Abdullah,,,no,
2007,Aap Kaa Surroor,Prashant Chadha,Himesh Reshammiya; Hansika Motwani; Mallika Sherawat; Darshan Jariwala; Raj Babbar,₹ 19.5 crore,19.50,no,
2007,Apne,Anil Sharma,Dharmendra; Sunny Deol; Bobby Deol; Shilpa Shetty; Katrina Kaif; Divya Dutta; Kirron Kher; Kurush Deboo; Aryan Vaid; Victor Banerjee,₹69.28 crore,69.28,yes,Sunny Deol; Bobby Deol
2007,Awarapan,Mohit Suri,Emraan Hashmi; Shriya Saran; Salil Acharya; Mrinalini Sharma; Ashish Vidyarthi; Ashutosh Rana; Purab Kohli; Rehan Khan,₹12–12.25 crore,,yes,Emraan Hashmi
2007,Journey Bombay to Goa,Raj Pendurkar,Sunil Pal; Raju Shrivastav; Asrani; Vijay Raaz; Tinu Anand; Ehsaan Qureshi; Aasif Sheikh,,,no,
2007,My Friend Ganesha,Rajiv S Ruia,Ahsaas Channa; Kiran Janjani; Shital Shah; Upasana Singh,₹1.59 crore,1.59,no,
2007,Jahan Jaaeyega Hamen Paaeyega,Janmendra Ahuja,Govinda; Sakshi Sivanand; Krishna Abhishek; Vinay Anand; Sharat Saxena; Mukesh Rishi; Kader Khan; Raju Srivastav,,,no,
2007,Naqaab,Abbas Mustan,Bobby Deol; Akshaye Khanna; Urvashi Sharma; Vishal Malhotra; Vikas Kalantri,₹ 212 million,21.20,yes,Bobby Deol; Akshaye Khanna
2007,Partner,David Dhawan,Salman Khan; Govinda; Lara Dutta; Katrina Kaif; Aarti Chabria; Rajat Bedi; Rajpal Yadav; Dalip Tahil,₹ 101 crore,101.00,yes,Salman Khan
2007,Cash,Anubhav Sinha,Ajay Devgn; Sunil Shetty; Zayed Khan; Riteish Deshmukh; Esha Deol; Shamita Shetty; Dia Mirza; Ayesha Takia,₹29.30 crore,29.30,yes,Zayed Khan; Esha Deol
2007,"Gandhi, My Father",Feroz Abbas Khan,Akshaye Khanna; Shefali Shah; Bhumika Chawla; Darshan Jariwala,₹ 74.9 million,7.49,yes,Akshaye Khanna
2007,Chak De! India,Shimit Amin,Shah Rukh Khan; Sagarika Ghatge; Vivan Bhatena; Vidya Malvade; Chitrashi Rawat; Seema Azmi; Nakul Vaid; Vibha Chibber,₹ 109 crore,109.00,no,
2007,Kaafila,Ammtoje Mann,Sunny Deol; Sara Loren; Chandan Anand; Sudesh Berry; Sana Nawaz,,,yes,Sunny Deol
2007,Buddha Mar Gaya,Rahul Rawail,Ranvir Shorey; Rakhi Sawant; Anupam Kher; Om Puri; Paresh Rawal,,,no,
2007,Marigold,Willard Carroll,Salman Khan; Ali Larter,₹2.29 crore,2.29,yes,Salman Khan
2007,Heyy Babyy,Sajid Khan,Akshay Kumar; Riteish Deshmukh; Fardeen Khan; Vidya Balan; Boman Irani; Anupam Kher; Vrajesh Hirjee; Muskaan Mihani,₹ 84 crore,84.00,yes,Fardeen Khan
2007,Aag,Ram Gopal Varma,Amitabh Bachchan; Urmila Matondkar; Ajay Devgn; Sushmita Sen; Nisha Kothari; Mohanlal; Prashant Raj Sachdev; Rajpal Yadav,₹227.3 million,22.73,no,
2007,Dhokha,Pooja Bhatt,Muzammil Ibrahim; Tulip Joshi; Ashutosh Rana; Anupam Kher; Gulshan Grover; Aushima Sawhney,,,no,
2007,Victoria No. 203,Anant Mahadevan,Om Puri; Anupam Kher; Jimmy Sheirgill; Preeti Jhangiani; Kamal Sadanah; Javed Jaffrey; Johnny Lever,,,no,
2007,Apna Asmaan,Kaushik Roy,Irrfan Khan; Shobana; Nassar Abdullah; Anupam Kher; Rajat Kapoor,,,no,
2007,Darling,Ram Gopal Verma,Fardeen Khan; Isha Koppikar; Zakir Hussain; Esha Deol; Nisha Kothari,₹4.75 crore,4.75,yes,Fardeen Khan; Esha Deol
2007,Dhamaal,Indra Kumar,Javed Jaffrey; Sanjay Dutt; Riteish Deshmukh; Arshad Warsi; Aashish Chaudhary; Manoj Pahwa; Murali Sharma; Asrani; Vijay Raaz; Kurush Deboo,est. ₹ 50.73 crore,50.73,yes,Sanjay Dutt
2007,Aggar,Anant Mahadevan,Shreyas Talpade; Tushar Kapoor; Udita Goswami; Vikas Kalantri; Suresh Menon,,,no,
2007,Nanhe Jaisalmer,Samir Karnik,Bobby Deol; Dwij Yadav; Katrina Kaif; Sharat Saxena,,,yes,Bobby Deol
2007,Dhol,Priyadarshan,Sharman Joshi; Tusshar Kapoor; Kunal Khemu; Rajpal Yadav; Tanushree Dutta; Murli Sharma; Om Puri; Arbaaz Khan,₹ 33.27 crore,33.27,yes,Tusshar Kapoor; Arbaaz Khan
2007,Manorama Six Feet Under,Navdeep Singh,Abhay Deol; Nawazuddin Siddiqui; Raima Sen; Gul Panag; Vinay Pathak,,,yes,Abhay Deol
2007,Dil Dosti Etc,Manish Tiwary,Shreyas Talpade; Nikita Anand; Imaad Shah; Smriti Mishra; Ishita Sharma,,,no,
2007,Johnny Gaddaar,Sriram Raghavan,Neil Nitin Mukesh; Dharmendra; Vinay Pathak; Zakir Hussain; Rimi Sen; Dayanand Shetty,₹5.68 crore,5.68,no,
2007,Chhodon Naa Yaar,Dillip Sood,Jimmy Sheirgill; Kim Sharma; Kabir Sadanand,₹ 0.26 crore,0.26,no,
2007,Go,Manish Shrivastava,Gautam Gupta; Nisha Kothari; Ravi Bhatia; Kay Kay Menon; Rajpal Yadav,,,no,
2007,50 Lakh,Chandra Sekhar Yeleti,Pawan Malhotra; Mohit Chadda; Shashank; Abhishek; Janardhan; and; Sindhu Tolani,,,no,
2007,Bhool Bhulaiyaa,Priyadarshan,Akshay Kumar; Vidya Balan; Rajpal Yadav; Amisha Patel; Shiney Ahuja; Kaveri Jha; Paresh Rawal; Vineeth,₹ 83 crore,83.00,no,
2007,Laaga Chunari Mein Daag,Pradeep Sarkar,Jaya Bachchan; Rani Mukerji; Abhishek Bachchan; Konkona Sen Sharma; Kunal Kapoor; Anupam Kher,est. ₹250 million,25.00,yes,Rani Mukerji; Abhishek Bachchan
2007,Speed,Vikram Bhatt,Sanjay Suri; Zayed Khan; Urmila Matondkar; Sophie Choudry; Aftab Shivdasani; Tanushree Dutta; Amrita Arora; Aashish Chaudhary,,,yes,Zayed Khan
2007,Bal Ganesh,Pankaj Sharma,Ashar Shaikh; Adarsh Gautam; Namrata Sawhney,₹69 lakh,0.69,no,
2007,Jab We Met,Imtiaz Ali,Shahid Kapoor; Kareena Kapoor; Tarun Arora; Saumya Tandon; Pawan Malhotra; Dara Singh,₹ 50.9 crore,50.90,yes,Shahid Kapoor; Kareena Kapoor
2007,Mumbai Salsa,Manoj Tyagi,Vir Das; Linda Arsenio; Manjari Phadnis; Dilip Thadeshwar,,,no,
2007,No Smoking,Anurag Kashyap,John Abraham; Ayesha Takia; Paresh Rawal; Ranvir Shorey; Bipasha Basu,₹3.49 crore,3.49,no,
2007,Om Shanti Om,Farah Khan,Shah Rukh Khan; Deepika Padukone; Arjun Rampal; Shreyas Talpade; Kiron Kher; Asawari Joshi; Bindu; Yuvika Chaudhary; Satish Shah,₹ 152 crore,152.00,no,
2007,Saawariya,Sanjay Leela Bhansali,Ranbir Kapoor; Sonam Kapoor; Rani Mukerji; Salman Khan,₹ 39.22 crore,39.22,yes,Ranbir Kapoor; Sonam Kapoor; Rani Mukerji; Salman Khan
2007,Goal,Vivek Agnihotri,John Abraham; Bipasha Basu; Kushal Punjabi; Arshad Warsi; Boman Irani,₹217.2 million,21.72,no,
2007,Aaja Nachle,Anil Mehta,Madhuri Dixit; Akshaye Khanna; Vinay Pathak; Kunal Kapoor; Konkona Sen Sharma; Ranvir Shorey; Irrfan Khan; Jugal Hansraj,,,yes,Akshaye Khanna
2007,Gauri: The Unborn,Akku Akbar,Rituparna Sengupta; Atul Kulkarni,,,no,
2007,Dus Kahaniyaan,"Sanjay Gupta , Apoorva Lakhia , Meghna Gulzar , Rohit Roy , Hansal Mehta , Jasmeet Dhodhi",Sanjay Dutt; Sunil Shetty; Arbaaz Khan; Nana Patekar; Dino Morea; Manoj Bajpai; Aftab Shivdasani; Diya Mirza; Amrita Singh; Neha Dhupia; Minissha Lamba; Tarina Patel; Naseeruddin Shah; Shabana Azmi; Anupam Kher; Natassha,₹ 13 crore (US$1.4 million),13.00,yes,Sanjay Dutt; Arbaaz Khan
2007,Khoya Khoya Chand,Sudhir Mishra,Shiney Ahuja; Soha Ali Khan; Sushmita Mukherjee; Vinay Pathak; Rajat Kapoor; Sonya Jehan,,,yes,Soha Ali Khan
2007,Strangers,Aanand L. Rai,Jimmy Sheirgill; Kay Kay Menon; Nandana Sen; Sonali Kulkarni,,,no,
2007,Taare Zameen Par,Aamir Khan,Aamir Khan; Darsheel Safary; Tisca Chopra; Vipin Sharma; Tanay Chheda; Sachet Engineer,₹ 98.48 crore,98.48,yes,Aamir Khan
2007,Welcome,Anees Bazmee,Akshay Kumar; Nana Patekar; Anil Kapoor; Katrina Kaif; Mallika Sherawat; Paresh Rawal; Feroz Khan,₹122 crore,122.00,no,
2007,Return of Hanuman,Anurag Kashyap,Pinky Rajput; Malak Shah; Suraj; Uday Sabnis; Dhananjai Shrestha; Ayesha Raza; Chetanya Adib; Rajeev Raj; Sudesh Bhosale; Rajendra Gupta,₹ 6.14 crore,6.14,no,
2007,Showbiz,Raju Khan,Tushar Jalota; Mrinalini Sharma; Gulshan Grover; Delnaaz Irani; Sushant Singh,,,no,
2008,Humne Jeena Seekh Liya,Milind Ukey,Siddharth Chandekar; Mrunmayi Deshpande,30-Lakh,,no,
2008,Halla Bol,Rajkumar Santoshi,Ajay Devgn; Vidya Balan; Tushar Kapoor; Kareena Kapoor; Pankaj Kapur; Sana Khan; Jackie Shroff; Aarti Chabria,₹ 193.9 million,19.39,yes,Kareena Kapoor
2008,My Name Is Anthony Gonsalves,Eeshwar Nivas,Nikhil Dwivedi; Amrita Rao; Vishal O Sharma; Mithun Chakraborty; Lillete Dubey; Jawed Sheikh,,,no,
2008,Bombay to Bangkok,Nagesh Kukunoor,Shreyas Talpade; Lena Christensen; Naseeruddin Shah,,,no,
2008,Tulsi,K. Ajay Kumar,Irrfan Khan; Manisha Koirala; Arzoo Govitrikar,"₹ 1,20 lakh",1.20,no,
2008,Sunday,Rohit Shetty,Ajay Devgn; Ayesha Takia; Arshad Warsi; Irrfan Khan; Tusshar Kapoor; Esha Deol; Murli Sharma; Anjana Sukhani,,,yes,Tusshar Kapoor; Esha Deol
2008,Rama Rama Kya Hai Dramaa?,S. Chandrakaant,Rajpal Yadav; Neha Dhupia; Ashish Chaudhary; Amrita Arora; Anupam Kher; Rati Agnihotri; Alan Kapoor,,,no,
2008,Superstar,Rohit Jugraj,Kunal Khemu; Tulip Joshi; Aman Verma; Aushima Sawhney; Reema Lagoo; Sharat Saxena,,,no,
2008,Jodhaa Akbar,Ashutosh Gowariker,Hrithik Roshan; Aishwarya Rai Bachchan; Sonu Sood; Ila Arun,₹ 120 crore (US$27.58 million),120.00,yes,Hrithik Roshan
2008,Black & White,Subhash Ghai,Anil Kapoor; Anurag Sinha; Shefali Shah; Aditi Sharma; Anurag Singh,,,no,
2008,Race,Abbas–Mustan,Anil Kapoor; Saif Ali Khan; Bipasha Basu; Akshaye Khanna; Katrina Kaif; Sameera Reddy,₹ 106 crore (US$24.37 million),106.00,yes,Saif Ali Khan; Akshaye Khanna
2008,One Two Three,Ashwni Dhir,Tusshar Kapoor; Paresh Rawal; Suniel Shetty; Esha Deol; Sameera Reddy; Upen Patel; Neetu Chandra; Tanishaa Mukerji; Murli Sharma; Ashwin Mushran,₹27 crore,27.00,yes,Tusshar Kapoor; Esha Deol; Tanishaa Mukerji
2008,Shaurya,Samar Khan,Kay Kay Menon; Rahul Bose; Minissha Lamba; Shah Rukh Khan; Amrita Rao; Javed Jaffrey,,,no,
2008,Bhram,Pavan Kaul,Dino Morea; Deepshikha Nagpal; Milind Soman; Sheetal Menon; Karan Singh Grover; Chetan Hansraj,,,no,
2008,Krazzy 4,Jaideep Sen,Juhi Chawla; Arshad Warsi; Irrfan Khan; Suresh Menon; Rajpal Yadav; Dia Mirza; Mukesh Rishi; Rajat Kapoor,₹ 32.27 crore,32.27,no,
2008,U Me Aur Hum,Ajay Devgn,Ajay Devgn; Kajol; Aditya Singh Rajput; Karan Khanna; Isha Sharvani; Hazel Crowney; Sumeet Raghavan; Divya Dutta,₹ 40.02 crore,40.02,yes,Kajol
2008,Pehli Nazar Ka Pyaar,Arshad Khan,Arbaaz Ali Khan; Vikas Anand; Rahul; Dinesh Hingoo; Tej Sapru,,,no,
2008,Sirf,Rajaatesh Nayar,Kay Kay Menon; Manisha Koirala; Ranvir Shorey; Parvin Dabas; Sonali Kulkarni,"₹ 55,50 lakh",55.50,no,
2008,Tashan,Vijay Krishna Acharya,Akshay Kumar; Saif Ali Khan; Kareena Kapoor; Anil Kapoor; Manoj Pahwa; Rajesh Jais,₹ 51 crore,51.00,yes,Saif Ali Khan; Kareena Kapoor
2008,Mr. Black Mr. White,Deepak Shivdasani,Sunil Shetty; Sandhya Mridul; Arshad Warsi; Sharat Saxena; Tania Zaetta; Rashmi Nigam,,,no,
2008,Anamika,Anant Mahadevan,Dino Morea; Minissha Lamba; Koena Mitra; Aarti Chabria; Gulshan Grover,,,no,
2008,Jimmy,Raj N. Sippy,Mimoh Chakraborty; Rati Agnihotri; Vikas Anand,₹ 1.86 crore,1.86,yes,Mimoh Chakraborty
2008,Bhoothnath,Vivek Sharma,Amitabh Bachchan; Juhi Chawla; Priyanshu Chatterjee; Shah Rukh Khan; Aman Siddiqui; Rajpal Yadav; Satish Shah; Ashish Chaudhary; Nauheed Cyrusi; Shaana Diya,₹ 70 crore (US$16.09 million),70.00,no,
2008,Jannat,Kunal Deshmukh,Emraan Hashmi; Vishal Malhotra; Sonal Chauhan; Sameer Kochhar; Javed Shaikh,₹ 41.5 crore,41.50,yes,Emraan Hashmi
2008,Dhoom Dadakka,Shashi Ranjan,Anupam Kher; Gulshan Grover; Satish Kaushik; Satish Shah,,,no,
2008,Don Muthu Swami,Ashim Samanta,Hrishita Bhatt; Mithun Chakraborty; Shakti Kapoor; Rohit Roy,,,no,
2008,Ghatothkach,Singeetam Srinivasa Rao,,₹1.52 crore,1.52,no,
2008,Woodstock Villa,Hansal Mehta,Sikandar Kher; Neha Oberoi; Gaurav Gera; Arbaaz Khan; Sanjay Dutt; Shakti Kapoor; Gulshan Grover; Sachin Khedekar; Boman Irani; Anupama Verma,₹200 million,20.00,yes,Sikandar Kher; Arbaaz Khan; Sanjay Dutt
2008,Aamir,Rajkumar Gupta,Rajeev Khandelwal; Gajraj Rao; Rohitash Gaud; Sudipto Balav; Vikas Bahl; Uday Sabnis,,,no,
2008,Sarkar Raj,Ram Gopal Verma,Amitabh Bachchan; Abhishek Bachchan; Aishwarya Rai Bachchan; Supriya Pathak; Tanishaa Mukerji; Ravi Kale,₹ 63 crore (US$14.48 million),63.00,yes,Abhishek Bachchan; Tanishaa Mukerji
2008,Mere Baap Pehle Aap,Priyadarshan,Akshaye Khanna; Paresh Rawal; Genelia D'Souza; Arzoo Govitrikar; Om Puri; Rajpal Yadav,₹ 36 crore,36.00,yes,Akshaye Khanna
2008,Summer 2007,Suhail Tatari,Sikandar Kher; Gul Panag; Neetu Chandra; Susan Brar; Uvika Choudhary,,,yes,Sikandar Kher
2008,De Taali,Eeshwar Nivas,Riteish Deshmukh; Aftab Shivdasani; Ayesha Takia; Rimi Sen; Mukul Dev; Neha Dhupia; Anupam Kher; Anjana Sukhani,,,no,
2008,Haal-e-Dil,Anil Devgan,Ajay Devgn; Kajol; Naseer Abdullah; Amita Pathak; Mukesh Tiwari; Nakuul Mehta; Adhyayan Suman,₹ 72 lakh,0.72,yes,Kajol
2008,Thoda Pyaar Thoda Magic,Kunal Kohli,Saif Ali Khan; Rani Mukerji; Sharat Saxena; Ameesha Patel; Rishi Kapoor,₹ 372.53 million (US$3.9 million),37.25,yes,Saif Ali Khan; Rani Mukerji; Rishi Kapoor
2008,Thodi Life Thoda Magic,Vinayak Rajesh,Jackie Shroff; Anita Raj; Parmeet Sethi; Paresh Rawal; Arbaaz Khan,,,yes,Arbaaz Khan
2008,Via Darjeeling,Arindam Nandy,Kay Kay Menon; Sonali Kulkarni; Vinay Pathak; Sandhya Mridul; Rajat Kapoor,,,no,
2008,Jaane Tu... Ya Jaane Na,Abbas Tyrewala,Imran Khan; Genelia D'Souza; Prateik Babbar; Murali Sharma; Ratna Pathak; Shakun Batra; Ayaz Khan; Naseeruddin Shah; Paresh Rawal; Manjari Fadnis; Arbaaz Khan; Rajat Kapoor; Sugandha Garg; Sohail Khan,₹ 84 crore,84.00,yes,Imran Khan; Prateik Babbar; Arbaaz Khan; Sohail Khan
2008,Love Story 2050,Harry Baweja,Dalip Tahil; Priyanka Chopra; Harman Baweja; Boman Irani,₹ 18.47 crore,18.47,no,
