year,title,director,cast,gross_raw,gross_cr
2016,Kapoor & Sons,Shakun Batra,Sidharth Malhotra; Alia Bhatt; Fawad Khan; Rishi Kapoor; Sukant Goel,₹ 143.29 crore (US$21.32 million),143.29
2016,Rocky Handsome,Nishikant Kamat,John Abraham; Shruti Haasan; Nathalia Kaur,,
2016,Ki & Ka,R. Balki,Kareena Kapoor Khan; Arjun Kapoor; Amitabh Bachchan; Jaya Bachchan,,
2016,Love Games,Vikram Bhatt,Patralekha; Tara Alisha Berry; Gaurav Arora,,
2016,The Blueberry Hunt,Anup Kurien,Naseeruddin Shah; Vipin Sharma; Vinay Forrt,,
2016,Kaafiron Ki Namaaz,Ram Ramesh Sharma,Alok Chaturvedi; Joydip Mukhopadhyay; Megh Pant; Priya Raina; Chandrahas Tiwari,,
2016,Fan,Maneesh Sharma,Shah Rukh Khan; Waluscha de Sousa; Sayani Gupta; Shriya Pilgaonkar,₹ 188.04 crore (US$27.98 million),188.04
2016,Nil Battey Sannata,Ashwini Iyer Tiwari,Swara Bhaskar; Ratna Pathak; Pankaj Tripathi; Sanjay Suri,,
2016,Laal Rang,Syed Ahmad Afzal,Randeep Hooda; Akshay Oberoi; Rajneesh Duggal; Piaa Bajpai,,
2016,Santa Banta Pvt Ltd,Akashdeep Sabir,Vir Das; Boman Irani; Ram Kapoor; Neha Dhupia; Lisa Haydon,,
2016,Baaghi,Sabbir Khan,Tiger Shroff; Shraddha Kapoor; Sudheer Babu; Sunil Grover,,
2016,Shortcut Safari,Amitabha Singh,Jimmy Shergill; Aashi Rawal; Sharvil Patel; Mann Patel; Ugam Khetani; Stuti Dwivedi; Deah Tandon; Hardil Kanaba,,
2016,One Night Stand,Jasmine Moses D'Souza,Sunny Leone; Tanuj Virwani; Nyra Banerjee,,
2016,Traffic,Rajesh Pillai,Manoj Bajpayee; Jimmy Sheirgill; Divya Dutta; Kitu Gidwani; Prosenjit Chatterjee; Sachin Khedekar; Nikita Thukral; Vishal Singh; Jishnu Raghavan; Parambrata Chatterjee,,
2016,1920: London,Tinu Suresh Desai,Sharman Joshi; Meera Chopra; Vishal Karwal,,
2016,Murari the Mad Gentleman,,,,
2016,Azhar,Tony D'Souza,Emraan Hashmi; Nargis Fakhri; Prachi Desai; Gautam Gulati; Kunaal Roy Kapur; Lara Dutta; Karanvir Sharma,,
2016,Buddha in a Traffic Jam,Vivek Agnihotri,Arunoday Singh; Mahie Gill; Anchal Dwivedi; Pallavi Joshi; Anupam Kher,,
2016,Khel Toh Ab Shuru Hoga,Kunal V Singh,Ruslaan Mumtaz; Devshi Khanduri,,
2016,Dear Dad,Tanuj Bhramar,Arvind Swamy; Himanshu Sharma; Ekavali Khanna,,
2016,Sarbjit,Omung Kumar,Aishwarya Rai; Randeep Hooda; Richa Chadha,,
2016,Phobia,Pawan Kripalani,Radhika Apte; Satyadeep Misra,,
2016,Veerappan,Ram Gopal Varma,Sandeep Bharadwaj; Lisa Ray; Sachiin Joshi; Usha Jadhav,,
2016,Fredrick,Rajesh Butalia,Prashant Narayanan; Avinash Dhyani,,
2016,Housefull 3,Sajid-Farhad,Akshay Kumar; Abhishek Bachchan; Riteish Deshmukh; Jacqueline Fernandez; Lisa Haydon; Nargis Fakhri; Nikitin Dheer; Jackie Shroff,₹ 194.94 crore (US$29.01 million),194.94
2016,Project Marathwada,"Prakash Patel, Bhavin Wadia",Om Puri; Dalip Tahil; Seema Biswas,,
2016,Do Lafzon Ki Kahani,Deepak Tijori,Randeep Hooda; Kajal Aggarwal,,
2016,Dhanak,Nagesh Kukunoor,Hetal Gadda; Krrish Chabbria; Vipin Sharma; Vibha Chibber; Vijay Maurya,,
2016,Te3n,Ribhu Dasgupta,Amitabh Bachchan; Vidya Balan; Nawazuddin Siddiqui,,
2016,Udta Punjab,Abhishek Chaubey,Shahid Kapoor; Alia Bhatt; Kareena Kapoor Khan; Diljit Dosanjh,,
2016,Raman Raghav 2.0,Anurag Kashyap,Nawazuddin Siddiqui; Vicky Kaushal; Sobhita Dhulipala,,
2016,Junooniyat,Vivek Agnihotri,Pulkit Samrat; Yami Gautam; Gulshan Devaiah; Hrishita Bhatt,,
2016,7 Hours To Go,Saurabh Varma,Shiv Panditt; Sandeepa Dhar; Natasa Stankovic; Varun Badola,,
2016,A Scandall,Ishaan Shrivedi,Reeth Mazumder; Manav Kaul; Tanvi Vyas,,
2016,Rough Book,Ananth Narayan Mahadevan,Amaan Khan; Tannishtha Chatterjee,,
2016,Shorgul,"Pranav Kumar Singh , Jitendra Tiwari",Jimmy Sheirgill; Suha Gezen; Ashutosh Rana; Narendra Jha,,
2016,Dil Toh Deewana Hai,Raja Bundela,Haider Khan; Sadha; Raj Babbar; Zeenat Aman; Sushmita Mukherjee; Alok Nath; Hemant Pandey,,
2016,Sultan,Ali Abbas Zafar,Salman Khan; Anushka Sharma; Randeep Hooda; Amit Sadh; Parikshit Sahni; Kumud Mishra,₹ 631.25 crore (US$96.93 million),631.25
2016,Brahman Naman,Qaushiq Mukherjee,Shashank Arora; Sid Mallya; Denzil Smith; Biswa Kalyan Rath; Tanmay Dhananiya; Vaishwath Shankar,,
2016,Great Grand Masti,Indra Kumar,Vivek Oberoi; Riteish Deshmukh; Aftab Shivdasani; Urvashi Rautela; Shraddha Das; Mishti; Pooja Bose; Sonali Raut; Shreyas Talpade,,
2016,Madaari,Nishikant Kamat,Irrfan Khan; Jimmy Sheirgill,,
2016,Ishq Click,Anil Ballani,Adhyayan Suman; Sara Loren,,
2016,M Cream,Agneya Singh,Imaad Shah; Ira Dubey; Raaghav Chanana,,
2016,Dishoom,Rohit Dhawan,John Abraham; Varun Dhawan; Jacqueline Fernandez; Saqib Saleem; Ram Kapoor; Akshaye Khanna; Parineeti Chopra,,
2016,Love Ke Funday,Indervesh Yogee,Shaleen Bhanot; Pooja Banerjee,,
2016,Mission Tiger,Dipu Karunakaran,Vijay Raaz; T. R. Bijulal,,
2016,The Legend of Michael Mishra,Manish Jha,Arshad Warsi; Aditi Rao Hydari; Boman Irani; Kayoze Irani,,
2016,Fever,Rajeev Jhaveri,Rajeev Khandelwal; Gauahar Khan; Gemma Atkinson; Victor Banerjee; Caterina Murino; Ankita Makwana,,
2016,Hai Apna Dil Toh Awara,Monjoy Mukerji,Sahil Anand,,
2016,Budhia Singh – Born to Run,Soumendra Padhi,Manoj Bajpayee; Mayur Patole,,
2016,Mohenjo Daro,Ashutosh Gowariker,Hrithik Roshan; Pooja Hegde; Kabir Bedi; Arunoday Singh; Sharad Kelkar,,
2016,Rustom,Tinu Suresh Desai,Akshay Kumar; Ileana D'Cruz; Esha Gupta; Arjan Bajwa,₹ 216.35 crore (US$32.2 million),216.35
2016,Happy Bhag Jayegi,Mudassar Aziz,Abhay Deol; Diana Penty; Momal Sheikh; Ali Fazal; Jimmy Sheirgill,,
2016,Waarrior Savitri,Param Gill,Niharica Raizada; Lucy Pinder; Rajat Barmecha,,
2016,A Flying Jatt,Remo D'Souza,Tiger Shroff; Jacqueline Fernandez; Nathan Jones; Kay Kay Menon; Amrita Singh,,
2016,Akira,A.R. Murugadoss,Sonakshi Sinha; Konkona Sen Sharma; Raai Laxmi; Amit Sadh; Anurag Kashyap; Atul Kulkarni,,
2016,Yea Toh Two Much Ho Gayaa,Anwer Khan,Arbaaz Khan; Jimmy Sheirgill; Pooja Chopra; Bruna Abdullah; Devansh Sharma,,
2016,Island City,Ruchika Oberoi,Tannishtha Chatterjee; Ashwin Mushran; Vinay Pathak; Amruta Subhash,,
2016,Baar Baar Dekho,Nitya Mehra,Katrina Kaif; Sidharth Malhotra; Ram Kapoor; Taaha Shah; Sarika; Sayani Gupta,,
2016,Freaky Ali,Sohail Khan,Nawazuddin Siddiqui; Arbaaz Khan; Amy Jackson; Jas Arora; Seema Biswas; Nikitin Dheer; Asif Basra; Paresh Ganatra; Alam Khan,,
2016,Ek Kahani Julie Ki,Aziz Zee,Rakhi Sawant,,
2016,Raaz: Reboot,Vikram Bhatt,Emraan Hashmi; Kriti Kharbanda; Gaurav Arora; Suzanna Mukherjee,,
2016,Pink,Aniruddha Roy Chowdhury,Amitabh Bachchan; Taapsee Pannu; Kirti Kulhari; Andrea Tariang; Angad Bedi,,
2016,Parched,Leena Yadav,Tannishtha Chatterjee; Radhika Apte; Surveen Chawla; Sayani Gupta,,
2016,Banjo,Ravi Jadhav,Riteish Deshmukh; Nargis Fakhri; Dharmesh Yelande,,
2016,Days of Tafree,Krishnadev Yagnik,Yash Soni; Nimisha Mehta,,
2016,Wah Taj,Ajit Sinha,Shreyas Talpade; Manjari Phadnis; Hemant Pandey; Rajesh Sharma; Rajeev Verma,,
2016,M.S. Dhoni: The Untold Story,Neeraj Pandey,Sushant Singh Rajput; Anupam Kher; Herry Tangri; Kiara Advani; Disha Patani; Bhumika Chawla,₹ 215.48 crore (US$32.07 million),215.48
2016,Mirzya,Rakeysh Omprakash Mehra,Harshvardhan Kapoor; Saiyami Kher; Om Puri; Art Malik; K.K. Raina,,
2016,MSG: The Warrior Lion Heart,"Gurmeet Ram Rahim Singh , Honeypreet Insan",Gurmeet Ram Rahim Singh; Honeypreet Insan; Charapreet Insan; Kainaat Insan; Garima Insan; Rajesh Insan; Sukhottam Insan; Ashok Insan; Bhushan Insan,,
2016,Tutak Tutak Tutiya,A. L. Vijay,Prabhu Deva; Tamannaah; Sonu Sood,,
2016,Anna,Shashank Udapurkar,Shashank Udapurkar; Tanishaa Mukerji; Govind Namdeo; Rajit Kapur; Sharat Saxena; Kishor Kadam,,
2016,Motu Patlu: King of Kings,Suhas D. Kadavand,Saurav Chakraborty; Omi Sharma,,
2016,Beiimaan Love,Rajeev Chaudhary,Sunny Leone; Rajneesh Duggal; Daniel Weber,,
2016,Saat Uchakkey,Sanjeev Sharma,Manoj Bajpayee; Anupam Kher; Kay Kay Menon; Annu Kapoor; Vijay Raaz; Aditi Sharma,,
2016,Fuddu,Sunil Subramani,Swati Kapoor; Monali A; Pawan Kumar Sharma; Anurag Basu,,
2016,Aakhir Kab Tak,Mithilesh Avinash,Manisha Singh; Vinay Rana,,
2016,Final Cut of Director,Bharathiraja,Nana Patekar; Arjun Sarja; Kajal Aggarwal; Rukmini Vijayakumar,,
2016,Love Day - Pyaar Ka Din,"Sandeep Choudhary, Harish Kotian",Ajaz Khan; Sahil Anand; Harsh Nagar; Anant Mahadevan; Vaibhav Mathur; Shalu Singh; Amit Khanna; Devendra Chauhan,,
2016,Umrika,Prashant Nair,Prateik Babbar; Suraj Sharma; Tony Revolori; Adil Hussain; Nidhi Bisht,,
2016,31st October,Shivaji Lotan Patil,Vir Das; Soha Ali Khan,,
2016,My Father Iqbal,Suzad Iqbal Khan,Narendra Jha; Komal Thacker; Paresh Mehta,,
2016,Shivaay,Ajay Devgn,Ajay Devgn; Sayyeshaa; Erika Kaar; Ali Kazmi; Jabbz Farooqi; Vir Das; Bijou Thaangjam,₹ 124.15 crore (US$18.48 million),124.15
2016,Ae Dil Hai Mushkil,Karan Johar,Ranbir Kapoor; Aishwarya Rai; Anushka Sharma,₹ 239.56 crore (US$35.65 million),239.56
2016,Chaar Sahibzaade: Rise of Banda Singh Bahadur,Harry Baweja,Harman Baweja,,
2016,Dongri Ka Raja,Hadi Ali Abrar,Gashmeer Mahajani; Reecha Sinha; Ronit Roy; Sachin Suvarna; Ashmit Patel,,
2016,Ishq Junoon,Sanjay Sharma,Rajbeer Singh; Akshay Rangshahi; Divya Singh; Raj Aryan,,
2016,Rock On 2,Sujaat Saudagar,Farhan Akhtar; Arjun Rampal; Purab Kohli; Shraddha Kapoor; Prachi Desai; Shashank Arora; Shahana Goswami,,
2016,Tum Bin II,Anubhav Sinha,Neha Sharma; Aditya Seal; Aashim Gulati,,
2016,Force 2,Abhinay Deo,John Abraham; Sonakshi Sinha; Tahir Raj Bhasin,,
2016,Dear Zindagi,Gauri Shinde,Alia Bhatt; Shah Rukh Khan; Ira Dubey; Kunal Kapoor,,
2016,Saansein,Rajiv S. Ruia,Rajneesh Duggal; Sonarika Bhadoria; Hiten Tejwani; Neetha Shetty; Sachi Ruia; Amir Dalvi; Vishal Malhotra,,
2016,Moh Maya Money,Munish Bharadwaj,Ranvir Shorey; Neha Dhupia; Vidushi Mehra; Ashwat Bhatt,,
2016,Kahaani 2: Durga Rani Singh,Sujoy Ghosh,Vidya Balan; Arjun Rampal; Jugal Hansraj,,
2016,Befikre,Aditya Chopra,Ranveer Singh; Vaani Kapoor,,
2016,Wajah Tum Ho,Vishal Pandya,Sana Khan; Sharman Joshi; Gurmeet Choudhary; Rajneesh Duggal,,
2016,Dangal,Nitesh Tiwari,Aamir Khan; Sakshi Tanwar; Fatima Sana Shaikh; Sanya Malhotra; Zaira Wasim,"₹ 2,160 crore (US$331.69 million)",2160.00
2017,Prakash Electronic,Manoj Sharma,Hemant Pandey; Hrishitaa Bhatt; Vrajesh Hirjee; Manoj Joshi; Sanjay Mishra; Manoj Pahwa,,
2017,Haraamkhor,Shlok Sharma,Nawazuddin Siddiqui; Shweta Tripathi,,
2017,Ok Jaanu,Shaad Ali,Aditya Roy Kapur; Shraddha Kapoor,,
2017,Coffee with D,Vishal Mishra,Sunil Grover; Anjana Sukhani; Zakir Hussain; Dippanita Sharma,,
2017,Kaabil,Sanjay Gupta,Hrithik Roshan; Yami Gautam; Rohit Roy; Ronit Roy,₹ 208.14 crore (US$31.96 million),208.14
2017,Raees,Rahul Dholakia,Shah Rukh Khan; Mahira Khan; Nawazuddin Siddiqui; Mohammed Zeeshan Ayyub,₹308.10 crore ( US$47.43 million ),308.10
2017,Hind Ka Napak Ko Jawab: MSG Lion Heart 2,"Gurmeet Ram Rahim Singh , Honeypreet Insan",Gurmeet Ram Rahim Singh; Honeypreet Insan,,
2017,Jolly LLB 2,Subhash Kapoor,Akshay Kumar; Huma Qureshi; Saurabh Shukla,,
2017,"U, Me Aur Ghar",Abhay Chhabra,Omkar Kapoor; Simran Kaur Mundi,,
2017,The Great Leader Kanshiram,Arjun Singh,Raghvendra Singh; Soma Goyal,,
2017,Running Shaadi,Amit Roy,Taapsee Pannu; Amit Sadh,,
2017,The Ghazi Attack,Sankalp Reddy,Rana Daggubati; Taapsee Pannu; Kay Kay Menon; Atul Kulkarni,,
2017,Irada,Aparnaa Singh,Naseeruddin Shah; Arshad Warsi; Sharad Kelkar; Divya Dutta,,
2017,Chauhar,Raghubeer Singh,Amit Singh Kashyap; Richa Dixit; Vivek Jha,,
2017,Rangoon,Vishal Bhardwaj,Kangana Ranaut; Shahid Kapoor; Saif Ali Khan,,
2017,Wedding Anniversary,Shekhar S Jha,Nana Patekar; Mahie Gill; Priyanshu Chatterjee; Shruti Marathe,,
2017,Mona Darling,Shashi Sudigala,Anshuman Jha; Divya Menon; Suzanna Mukherjee; Sanjay Suri,,
2017,Commando 2,Deven Bhojani,Vidyut Jammwal; Adah Sharma; Esha Gupta,,
2017,Jeena Isi Ka Naam Hai,Keshhav Panneriy,Arbaaz Khan; Ashutosh Rana; Himansh Kohli,,
2017,Badrinath Ki Dulhania,Shashank Khaitan,Varun Dhawan; Alia Bhatt; Sahil Vaid; Rituraj Singh,₹200.45 crore ( US$30.78 million ),200.45
2017,Aa Gaya Hero,Dipankar Senapati,Govinda; Ashutosh Rana; Murali Sharma,,
2017,Trapped,Vikramaditya Motwane,Rajkummar Rao; Geetanjali Thapa; Khushboo Upadhyay,,
2017,Mantra,Nicholas Kharkongor,Rajat Kapoor; Lushin Dubey; Kalki Koechlin; Shiv Panditt; Adil Hussain,,
2017,Machine,Abbas–Mustan,Mustafa Burmawalla; Kiara Advani,,
2017,Phillauri,Anshai Lal,Anushka Sharma; Diljit Dosanjh; Suraj Sharma; Mehreen Pirzada,,
2017,Bhanwarey,Shaurya Singh,Shaurya Singh; Karan Thakur; Jashan Singh & Priyanka Shukla,,
2017,Anaarkali of Aarah,Avinash Das,Swara Bhaskar,,
2017,Naam Shabana,Shivam Nair,Taapsee Pannu; Prithviraj Sukumaran; Akshay Kumar,,
2017,Poorna: Courage Has No Limit,Rahul Bose,Aditi Inamdar; Rahul Bose; & Heeba Shah,,
2017,Laali Ki Shaadi Mein Laaddoo Deewana,Manish Harishankar,Vivaan Shah; Akshara Haasan; Gurmeet Choudhary; & Kavita Verma,,
2017,Mirza Juuliet,Rajesh Ram Singh,Darshan Kumar; Pia Bajpai; Chandan Roy Sanyal,,
2017,Mukti Bhawan,Shubhashish Bhutiani,Adil Hussain; Lalit Behl; Navnindra Behl,,
2017,Saanjh,Ajay Saklani,Aditi Charak; Vishal Parpagga & Rupeshwari Sharma,,
2017,Begum Jaan,Srijit Mukherji,Vidya Balan; Ila Arun; Gauahar Khan; Sumit Nijhawan; Chunky Pandey,,
2017,Romeo-N-Bullet,Aditya Kumar,Vije Bhatia; Rishi Verma; Mohit Baisla; Raj Kumar,,
2017,Noor,Sunhil Sippy,Sonakshi Sinha; Purab Kohli; & Manish Chaudhary,,
2017,Ek Thi Rani Aisi Bhi,Gulbahar Singh,Hema Malini; Vinod Khanna; Sachin Khedekar,,
2017,Maatr,Ashtar Sayed,Raveena Tandon,,
2017,Ajab Singh Ki Gajab Kahani,Rishi Prakash Mishra,Yashpal Sharma; Ajay Kumar Singh; Rajesh Jais,,
2017,Mantostaan,Rahat Kazmi,Raghubir Yadav; Virendra Saxena; Sonal Sehgal,,
2017,Meri Pyaari Bindu,Akshay Roy,Ayushmann Khurrana; Parineeti Chopra,,
2017,Sarkar 3,Ram Gopal Varma,Amitabh Bachchan; Jackie Shroff; Amit Sadh; Yami Gautam,,
2017,Half Girlfriend,Mohit Suri,Arjun Kapoor; Shraddha Kapoor,,
2017,Jattu Engineer,"Gurmeet Ram Rahim Singh , Honeypreet Insan",Gurmeet Ram Rahim Singh; Sukhottam Insan,,
2017,Hindi Medium,Saket Chaudhary,Irrfan Khan; Saba Qamar,₹334.36 crore ( US$51.34 million ),334.36
2017,Chakallaspur,Rajnish Jaiswal,Mukesh Manas; Urmilaa Mahanta,,
2017,Sachin: A Billion Dreams,James Erskine,Sachin Tendulkar,,
2017,Thodi Thodi Si Manmaaniyan,Aditya Sarpotdar,Arsh Sehrawat; Shrenu Parikh; Shilpa Tulaskar; Mukesh Tiwari,,
2017,A Death in the Gunj,Konkona Sen Sharma,Vikrant Massey; Ranvir Shorey; Kalki Koechlin; Tillotama Shome; Gulshan Devaiah; Tanuja; Om Puri; Jim Sarbh; Arya Mitra Sharma,,
2017,Hanuman: Da' Damdaar,Ruchi Narain,Salman Khan; Raveena Tandon; Kunal Khemu,,
2017,Sweetiee Weds NRI,Hasnain Hyderabadwala,Himansh Kohli; Zoya Afroz; Darshan Jariwala,,
2017,Dobaara: See Your Evil,Prawaal Raman,Huma Qureshi; Saqib Saleem,,
2017,Flat 211,Sunil Sanjan,Jayesh Raj & Sonal Singh,,
2017,Dear Maya,Sunaina Bhatnagar,Manisha Koirala,,
2017,Raabta,Dinesh Vijan,Sushant Singh Rajput; Kriti Sanon; Jim Sarbh,,
2017,Behen Hogi Teri,Ajay K Pannalal,Rajkummar Rao; Shruti Haasan,,
2017,Bachche Kachche Sachche,Ravi Sadasiv,Ekta Singh; Ashish Vidyarthi; Mukesh Tiwari,,
2017,Love You Family,Sachindra Sharma,Salman Yusuff Khan; Aksha Pardasany; Shakti Kapoor,,
2017,G Kutta Se,Rahul Dahiya,Rajbeer Singh; Neha Chauhan,,
2017,Bank Chor,Bumpy,Riteish Deshmukh; Vivek Oberoi; Rhea Chakraborty,,
2017,Tubelight,Kabir Khan,Salman Khan; Sohail Khan; Zhu Zhu,₹211.14 crore ( US$32.42 million ),211.14
2017,Ek Haseena Thi Ek Deewana Tha,Suneel Darshan,Shiv Darshan; Natasha Fernandez &; Upen Patel,,
2017,Mom,Ravi Udyawar,Sridevi; Akshaye Khanna; Sajal Ali; Nawazuddin Siddiqui,,
2017,Guest iin London,Ashwni Dhir,Kartik Aaryan; Kriti Kharbanda; Paresh Rawal; Tanvi Azmi,,
2017,Jagga Jasoos,Anurag Basu,Ranbir Kapoor; Katrina Kaif,,
2017,Shab,Onir,Raveena Tandon; Sanjay Suri; Ashish Bisht; Arpita Pal; Simon Frenay; Raj Suri; Gaurav Nanda,,
2017,Lipstick Under My Burkha,Alankrita Shrivastava,Konkona Sen Sharma; Ratna Pathak Shah; Aahana Kumra,,
2017,Munna Michael,Sabbir Khan,Tiger Shroff; Nawazuddin Siddiqui; Nidhi Agerwal,,
2017,Raag Desh,Tigmanshu Dhulia,Kunal Kapoor; Amit Sadh; & Mohit Marwah,,
2017,Indu Sarkar,Madhur Bhandarkar,Anupam Kher; Neil Nitin Mukesh; Kirti Kulhari; Tota Roy Chowdhury; Supriya Vinod; Sheeba Chaddha; Parvin Dabas,,
2017,Mubarakan,Anees Bazmee,Anil Kapoor; Arjun Kapoor; Ileana D'Cruz; Neha Sharma; Athiya Shetty,,
2017,Gurgaon,Shanker Raman,Akshay Oberoi; Ragini Khanna; Pankaj Tripathi; Aamir Bashir; Shalini Vatsa; Srinivas Sunderrajan,,
2017,Jab Harry Met Sejal,Imtiaz Ali,Shah Rukh Khan; Anushka Sharma; Evelyn Sharma; Chandan Roy Sanyal,,
2017,Toilet: Ek Prem Katha,Shree Narayan Singh,Akshay Kumar; Bhumi Pednekar; Divyendu Sharma; Anupam Kher; Sana Khan,₹311.50 crore ( US$48.62 million ),311.50
2017,Partition: 1947,Gurinder Chadha,Hugh Bonneville; Gillian Anderson; Manish Dayal; Huma Qureshi; Michael Gambon,,
2017,Bareilly Ki Barfi,Ashwini Iyer Tiwari,Ayushmann Khurrana; Rajkummar Rao; Kriti Sanon,,
2017,Shreelancer,Sandeep Mohan,Arjun Radhakrishnan; Salmin Sheriff,,
2017,A Gentleman,Raj and D.K.,Sidharth Malhotra; Jacqueline Fernandez; Darshan Kumar; Suniel Shetty,,
2017,Babumoshai Bandookbaaz,Kushan Nandy,Nawazuddin Siddiqui; Bidita Bag; Jatin Goswami; Shraddha Das; Anil George; Bhagwan Tiwari; Jeetu Shivhare; Murali Sharma; Divya Dutta; Sachin Chaubey,,
2017,Yadvi – The Dignified Princess,Jyoti Singh,Chandrachur Singh; Charu Vyas; Rahul Godara; Jyoti Singh; Vibhu Raghave; Namya Saxena; Nikkitasha Marwaha; Reshaa Sabarawal; Mini Pandit; Ashwarya Singh,,
2017,Qaidi Band,Habib Faisal,Aadar Jain; Anya Singh; Sachin; Prince Parvinder Singh,,
2017,Sniff,Amole Gupte,Khushmeet Gill; Monica Sehgal; Vijay Patkar,,
2017,Baadshaho,Milan Luthria,Ajay Devgn; Emraan Hashmi; Vidyut Jammwal; Ileana D'Cruz; Esha Gupta; Sanjay Mishra; Sunny Leone; Guest appearance in song; Sharad Kelkar; Ravi Kale,,
2017,Shubh Mangal Saavdhan,R. S. Prasanna,Ayushmann Khurrana; Bhumi Pednekar; Brijendra Kala; Shubhankar Tripathi; Anshul Chauhan; Anmol Bajaj,,
2017,Poster Boys,Shreyas Talpade,Sunny Deol; Shreyas Talpade; Bobby Deol; Sonali Kulkarni; Randheer Rai; Dilip Prabhavalkar; Elli AvrRam; Special Appearance In A Song; Samiksha Bhatnagar; Bharati Achrekar,,
2017,Daddy,Ashim Ahluwalia,Arjun Rampal; Aishwarya Rajesh; Nishikant Kamat; Anand Ingale; Rajesh Shringarpure; Purnanand Wandekar; Anupriya Goenka; Shruti Bapna; Usha Naik; Shrikant Yadav; Deepak Damle; Raj Arjun; Vijay Sanap; Abhimanyu Arun,,
2017,Simran,Hansal Mehta,Kangana Ranaut; Sohum Shah; Hiten Kumar; Kishori Shahane; Rupinder Nagra,,
2017,Lucknow Central,Ranjit Tiwari,Farhan Akhtar; Diana Penty; Deepak Dobriyal; Gippy Grewal; Ronit Roy; Inaamulhaq; Rajesh Sharma,,
2017,Patel Ki Punjabi Shaadi,Sanjay Chhel,Rishi Kapoor; Paresh Rawal; Vir Das; Prem Chopra; Payal Ghosh; Jinal Belani; Divya Seth; Bharati Achrekar; Tiku Talsania,,
2017,Newton,Amit Masurkar,Rajkummar Rao; Pankaj Tripathi; Anjali Patil; Raghuvir Yadav,,
2017,Bhoomi,Omung Kumar,Sanjay Dutt; Aditi Rao Hydari; Sidhant Gupta,,
2017,The Final Exit,Dhwanil Mehta,Kunaal Roy Kapur; Archana Shastry; Elena Kazan; Reyhna Malhotra; Scarlett Wilson,,
2017,JD,Shailendra Pandey,Govind Namdev; Aman Verma; Vedita Pratap Singh; Lalit Bisht; Arvind Gaur,,
2017,Haseena Parkar,Apoorva Lakhia,Shraddha Kapoor; Sharman Joshi; Siddhanth Kapoor; Rajesh Tailang; Satendra Bagasi; Ankur Bhatia,,
2017,Judwaa 2,David Dhawan,Varun Dhawan; Jacqueline Fernandez; Vikas Verma; Taapsee Pannu; Anupam Kher; Sachin Khedekar; Upasana Singh; Rajpal Yadav; Pavan Malhotra; Ali Asgar; Vivan Bhatena; Johnny Lever; Rajat Rawail; Salman Khan; (cameo),₹227.59 crore ( US$34.95 million ),227.59
2017,ISIS: Enemies of Humanity,Yuvraj Kumar,Yuvraj Kumar; Harish Bhimani; Rasheed Naz; Rahul Dev,,
2017,Tu Hai Mera Sunday,Milind Dhaimade,Barun Sobti; Vishal Malhotra,,
2017,Chef,Raja Krishna Menon,Saif Ali Khan; Padmapriya Janakiraman; Dhanish Karthik,,
2017,Babuji Ek Ticket Bambai,Arvind Tripathi,Rajpal Yadav; Sudha Chandran; Bharati Sharma; Milind Gunaji,,
2017,Main Terrorist Nahi Hoon,Arjin Uppal,Gulshan Grover; Rahul Dev; Afiq Muiz; Chacha Maembong; Farida Jalal,,
2017,Ranchi Diaries,Sattwik Mohanty,Jimmy Sheirgill; Taaha Shah; Himansh Kohli,,
2017,Secret Superstar,Advait Chandan,Zaira Wasim; Meher Vij; Aamir Khan,₹ 977 crore ( US$154 million ),977.00
2017,Golmaal Again,Rohit Shetty,Ajay Devgn; Parineeti Chopra; Tabu; Arshad Warsi; Tusshar Kapoor; Shreyas Talpade; Kunal Khemu; Prakash Raj; Rohit KaduDeshmukh and; Neil Nitin Mukesh,₹311.05 crore ( US$47.76 million ),311.05
2017,Jia aur Jia,Howard Rosemeyer,Kalki Koechlin; Richa Chaddha,,
2017,Rukh,Atanu Mukherjee,Manoj Bajpayee; Smita Tambe; Kumud Mishra; Adarsh Gourav,,
2017,Ittefaq,Abhay Chopra,Sidharth Malhotra; Sonakshi Sinha; Akshaye Khanna,,
2017,The House Next Door,Milind Rau,Siddharth; Andrea Jeremiah; Atul Kulkarni,,
2017,Ribbon,Rakhee Sandilya,Kalki Koechlin; Sumeet Vyas; Hitesh Malhan,,
2017,Shaadi Mein Zaroor Aana,Ratnaa Sinha,Rajkummar Rao; Kriti Kharbanda,,
2017,Qarib Qarib Singlle,Tanuja Chandra,Irrfan Khan; Parvathy; Brijendra Kala,,
2017,The Window,VK Choudhary,Amit Kumar Vashisth; Teena Singh & Preeti Sharma,,
2017,Aksar 2,Ananth Narayan Mahadevan,Zareen Khan; Gautam Rode; Abhinav Shukla; Mohit Madaan,,
2017,Panchlait,Prem Prakash Modi,Amitosh Nagpal; Anuradha Mukherjee &; Yashpal Sharma,,
2017,Tumhari Sulu,Suresh Triveni,Vidya Balan; Manav Kaul,,
2017,Dil Jo Na Keh Saka,Naresh Lalwani,Himansh Kohli; Priya Banerjee,,
2017,A Daughter's Tale Pankh,Premraaj,Nishigandha Wad; Mehul Buch; Sudhir Pandey,,
2017,Julie 2,Deepak Shivdasani,Raai Laxmi; Ravi Kishan; Aditya Srivastava,,
2017,Ajji,Devashish Makhija,Sudhir Pandey; Sushma Deshpande,,
